Graph,Description,domination_number,total_domination_number,connected_domination_number,independence_number,zero_forcing_number,diameter,radius,order,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,min_degree,max_degree,clique_number,residue,annihilation_number,vertex_cover_number,girth,density,estrada_index,transitivity,global_efficiency,local_efficiency,wiener_index,algebraic_connectivity,k-slater-index,k_residual_index,randic_index,augmented_randic_index,harmonic_index,atom_bond_connectivity_index,sum_connectivity_index,first_zagreb_index,second_zagreb_index,slater,sub_total_domination_number,CW_disparity,closed_CW_disparity,inverse_disparity,closed_inverse_disparity,average_vertex_disparity,average_closed_vertex_disparity,irregularity,2-residue,number_of_degree_one_nodes,average_degree,number_of_min_degree_nodes,number_of_max_degree_nodes,is_bipartite,is_eulerian,is_planar,is_regular,is_cubic,is_not_K_n,is_triangle_free,is_claw_free,is_tree,is_at_free,has_bridges,is_chordal,is_2_edge_connected,is_distance_regular,is_strongly_regular,is_semieulerian,is_bull_free,is_complete_graph,is_sub_cubic,name,paired_domination_number,power_domination_number,2-power_domination_number,2-domination_number,2-forcing_number,total_forcing_number
cubic18.txt,Long complex,3,4,1,4,4,3,3,10,3,3,5,4,7,3,3,3,3,5,6,3,0.333333333,36.25442165,0.1,0.633333333,0.1,84,1.096788074,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-207,4,2,1,5,2,4
cubic19.txt,Long rising,3,4,1,4,3,3,3,10,3,3,5,4,8,3,3,3,3,5,6,3,0.333333333,37.69671466,0.2,0.622222222,0.2,87,0.885092459,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-208,4,1,1,5,2,3
cubic2.txt,Short complex ,2,2,1,2,3,2,2,6,2,3,3,2,5,3,3,3,2,3,4,3,0.6,25.07448932,0.333333333,0.8,0.333333333,21,2,1,1,3,3,3,6,3.674234614,54,81,2,2,3,3,6,6,1,1,1,2.5,0,3,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-209,2,1,1,3,2,3
cubic20.txt,Long complex,2,4,1,4,4,3,2,10,3,3,5,3,7,3,3,3,3,5,6,3,0.333333333,38.0188033,0.3,0.633333333,0.3,84,1.120614758,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-210,4,2,1,4,2,4
cubic21.txt,Long rising,3,4,1,4,4,3,3,10,3,3,5,4,8,3,3,3,3,5,6,3,0.333333333,37.01785316,0.2,0.637037037,0.2,83,1.064567668,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-211,4,2,1,5,2,4
cubic22.txt,Long complex,3,4,1,5,5,3,3,10,3,2,5,3,8,3,3,2,3,5,5,4,0.333333333,35.83203791,0,0.62962963,0,85,1,1,3,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-212,4,2,1,4,2,5
cubic23.txt,Long rising,3,4,1,4,4,3,2,10,3,3,5,3,7,3,3,2,3,5,6,4,0.333333333,34.72233375,0,0.651851852,0,79,1.438447187,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-213,4,2,1,4,2,4
cubic24.txt,Long rising,3,4,1,4,4,3,3,10,3,3,5,4,7,3,3,2,3,5,6,4,0.333333333,34.97449338,0,0.644444444,0,81,1.381966011,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-214,4,2,1,5,2,4
cubic25.txt,Long complex,3,4,1,5,4,3,3,10,3,2,5,4,8,3,3,2,3,5,5,4,0.333333333,35.40679167,0,0.62962963,0,85,1.381966011,1,3,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-215,4,2,1,5,2,4
cubic26.txt,Long complex,3,4,1,4,4,3,3,10,4,3,5,4,7,3,3,2,3,5,6,4,0.333333333,35.47908498,0,0.62962963,0,85,1.381966011,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-216,4,2,1,5,2,4
cubic27.txt,Long complex,3,4,1,4,5,2,2,10,3,3,5,3,6,3,3,2,3,5,6,5,0.333333333,34.2182872,0,0.666666667,0,75,2,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,graph-217,6,2,1,4,2,5
cubic28.txt,Long rising,3,5,1,5,5,6,3,12,3,3,6,4,13,3,3,3,3,6,7,3,0.272727273,49.84523993,0.416666667,0.516666667,0.472222222,184,0.167742203,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-218,6,2,1,5,2,5
cubic29.txt,Long rising,4,4,1,5,5,5,3,12,4,3,6,4,12,3,3,3,3,6,7,3,0.272727273,48.45338911,0.333333333,0.529292929,0.361111111,172,0.180787421,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-219,4,2,1,5,2,5
cubic3.txt,Short complex ,2,2,1,3,4,2,2,6,3,2,3,3,6,3,3,2,2,3,3,4,0.6,24.13532399,0,0.8,0,21,3,1,3,3,3,3,6,3.674234614,54,81,2,2,3,3,6,6,1,1,1,2.5,0,3,6,6,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,graph-220,2,2,1,3,2,4
cubic30.txt,Long complex,3,4,1,5,5,6,3,12,3,3,6,4,13,3,3,3,3,6,7,3,0.272727273,47.78915625,0.25,0.522979798,0.277777778,178,0.179153818,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-221,4,2,1,5,2,5
cubic31.txt,Long rising,4,4,1,5,4,5,3,12,4,3,6,4,10,3,3,3,3,6,7,3,0.272727273,45.12485954,0.166666667,0.558585859,0.166666667,150,0.411262447,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-222,4,2,1,6,2,5
cubic32.txt,Long complex,4,4,1,5,6,5,3,12,4,3,6,4,12,3,3,3,3,6,7,3,0.272727273,47.10611296,0.166666667,0.529292929,0.194444444,172,0.180787421,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-223,4,2,1,6,2,6
cubic33.txt,Long rising,3,4,1,5,5,4,3,12,3,3,6,5,10,3,3,3,3,6,7,3,0.272727273,44.63115932,0.083333333,0.558080808,0.083333333,149,0.424226527,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-224,4,2,1,6,2,5
cubic34.txt,Long rising,3,4,1,5,4,4,3,12,3,3,6,4,10,3,3,3,3,6,7,3,0.272727273,46.12066357,0.25,0.558080808,0.25,149,0.424226527,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-225,4,2,1,5,2,4
cubic35.txt,Long rising,4,4,1,6,6,4,4,12,4,2,6,5,10,3,3,2,3,6,6,4,0.272727273,44.14445517,0,0.553030303,0,152,0.438447187,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-226,4,2,1,6,2,6
cubic36.txt,Long complex,4,4,1,5,5,4,4,12,4,3,6,4,10,3,3,3,3,6,7,3,0.272727273,45.63732124,0.166666667,0.553030303,0.166666667,152,0.438447187,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-227,4,2,1,6,2,5
cubic37.txt,Long rising,4,4,1,4,4,4,4,12,4,3,6,4,9,3,3,3,3,6,8,3,0.272727273,47.13248999,0.333333333,0.553030303,0.333333333,152,0.438447187,2,2,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-228,4,2,1,6,2,4
cubic38.txt,Long rising,3,5,1,5,4,4,3,12,3,3,6,4,10,3,3,3,3,6,7,3,0.272727273,45.89062254,0.25,0.559343434,0.277777778,149,0.447118731,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-229,6,2,1,6,2,4
cubic39.txt,Long complex,4,5,1,5,5,4,3,12,4,3,6,4,10,3,3,3,3,6,7,3,0.272727273,44.94265308,0.166666667,0.565656566,0.194444444,146,0.452889842,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-230,6,2,1,5,2,5
cubic4.txt,Long complex,2,4,1,3,4,3,3,8,2,3,4,3,7,3,3,3,2,4,5,3,0.428571429,33.73868346,0.5,0.678571429,0.583333333,50,0.763932023,1,2,4,4,4,8,4.898979486,72,108,2,3,4,4,8,8,1,1,1,3,0,3,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-231,4,2,1,4,2,4
cubic40.txt,Long rising,4,5,1,5,4,5,3,12,4,3,6,4,11,3,3,3,3,6,7,3,0.272727273,46.30260944,0.25,0.554040404,0.277777778,154,0.337172811,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-232,6,2,1,5,2,5
cubic41.txt,Long complex,3,5,1,5,5,4,3,12,3,3,6,4,10,3,3,3,3,6,7,3,0.272727273,45.76518893,0.166666667,0.553030303,0.194444444,153,0.344557618,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-233,6,2,1,6,2,5
cubic42.txt,Long rising,3,5,1,4,4,4,3,12,3,3,6,4,10,3,3,3,3,6,8,3,0.272727273,47.22985922,0.333333333,0.553030303,0.361111111,153,0.344557618,1,2,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-234,6,2,1,6,2,5
cubic43.txt,Long rising,4,4,1,5,5,4,3,12,4,3,6,4,9,3,3,3,3,6,7,3,0.272727273,45.58501003,0.25,0.569444444,0.277777778,143,0.480025684,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-235,4,2,1,5,2,5
cubic44.txt,Long rising,4,4,1,5,5,4,3,12,4,3,6,4,10,3,3,3,3,6,7,3,0.272727273,44.9005153,0.166666667,0.565656566,0.194444444,145,0.491215954,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-236,4,2,1,6,2,5
cubic45.txt,Long rising,3,4,1,5,4,4,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.272727273,46.95537133,0.333333333,0.559343434,0.361111111,148,0.477421144,1,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-237,4,2,1,5,2,4
cubic46.txt,Long rising,4,5,1,4,4,5,3,12,4,3,6,4,11,3,3,3,3,6,8,3,0.272727273,47.72072675,0.333333333,0.544949495,0.388888889,160,0.290724641,2,2,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-238,6,2,1,6,2,5
cubic47.txt,Long rising,4,5,1,5,5,4,3,12,4,3,6,4,9,3,3,3,3,6,7,3,0.272727273,44.63909552,0.166666667,0.573232323,0.194444444,141,0.485863071,2,3,6,6,6,12,7.348469228,108,162,3,4,6,6,12,12,1,1,1,4.5,0,3,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-239,6,2,1,5,2,5
cubic5.txt,Long complex,2,3,1,3,3,3,2,8,2,3,4,3,6,3,3,3,2,4,5,3,0.428571429,30.97135041,0.25,0.702380952,0.25,46,1.267949192,1,2,4,4,4,8,4.898979486,72,108,2,3,4,4,8,8,1,1,1,3,0,3,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-242,4,1,1,4,2,3
cubic6.txt,Long complex,3,3,1,3,4,2,2,8,3,3,4,3,6,3,3,3,2,4,5,3,0.428571429,30.03606848,0.125,0.714285714,0.125,44,1.438447187,2,2,4,4,4,8,4.898979486,72,108,2,3,4,4,8,8,1,1,1,3,0,3,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,graph-253,4,2,1,4,2,4
cubic7.txt,Medium rising,2,4,1,4,4,3,3,8,2,2,4,3,6,3,3,2,2,4,4,4,0.428571429,29.3938078,0,0.69047619,0,48,2,1,3,4,4,4,8,4.898979486,72,108,2,3,4,4,8,8,1,1,1,3,0,3,8,8,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-264,4,2,1,4,2,4
cubic8.txt,Long rising,3,3,1,3,4,2,2,8,3,3,4,3,6,3,3,2,2,4,5,4,0.428571429,29.09521582,0,0.714285714,0,44,2,2,2,4,4,4,8,4.898979486,72,108,2,3,4,4,8,8,1,1,1,3,0,3,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-275,4,2,1,4,2,4
cubic9.txt,Long rising,3,4,1,4,5,5,3,10,3,3,5,3,11,3,3,3,3,5,6,3,0.333333333,42.60093824,0.4,0.565925926,0.466666667,111,0.221542882,1,2,5,5,5,10,6.123724357,90,135,3,4,5,5,10,10,1,1,1,4,0,3,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,graph-286,4,2,1,4,2,5
